id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
23103,06-21-25,2684,17,8,6,"1.816,33",215.05, 107314.50 
23104,2025/09/17,341,35,1,12,"375,86",24.93,8021.10
23105,17-03-2025,3793,79,6,2,-,38.59,"24,688.26"
23106,2025/06/02,2061,36,2,1,392.52,"68,74",31083.68
23107,2025/06/29,2518,58,8,2,N/A,"204,22","109.717,09"
23108,02/12/2025,301,60,13,11, 1396.29 , 343.87 ,273866.57
23109,13/12/2025,2142,23,9,8, 504.65 ,N/A, 87616.85 
23110,07-14-25,3527,33,15,6,"1.882,17",167.36,"145.443,86"
23111,2025/04/26,1380,71,9,10,"154,35",,"25,709.19"
23112,29-05-2025,1503,32,5,3, 1732.88 ,"126,10", 232796.47 
23113,24/12/2025,2792,8,13,2,"310,21",33.84,"45.669,75"
23114,2025/09/13,653,2,2,9,"1,975.03",342.24,"92,579.61"
23115,2025-07-16,790,13,15,4,-,189.99,"34.301,55"
23116,,2381,29,1,4, 122.94 ,20.29,
23117,2025-07-21,1089,73,9,8, 1985.19 , 418.10 ,"323,129.19"
23118,01/02/2025,1802,34,4,2,-,380.84,"97.813,76"
23119,,2739,14,13,6,N/A,"39,76",42520.60
23120,2025-11-07,3665,44,7,11, 1776.41 ,"336,93",73431.65
23121,02-05-26,504,55,6,11,N/A,"115,82",-
23122,20/12/2025,707,29,10,12,1868.13,"371,99",344708.81
23123,08-03-2025,2907,43,6,4,443.64,,"42,352.92"
23124,11/02/2026,1813,12,2,10, 1699.21 , 259.06 ,"215.502,43"
23125,29/06/2025,994,23,5,1,"1.730,90", 252.54 , 248646.02 
23126,09-18-25,1618,60,7,3,, 84.55 ,"197.996,84"
23127,11-25-25,1140,38,13,5,"957,72",-,141422.20
23128,2025/07/09,1938,53,8,11,190.02, 44.45 ,35150.65
23129,05-21-25,262,65,8,2,-,81.98,"63,374.09"
23130,2025/12/04,1616,48,12,3,"662,83",72.87,"80.007,81"
23131,2025/05/13,2484,55,13,8,N/A,, 61731.40 
23132,16-12-2025,1270,33,10,1,"510,88",, 59484.42 
23133,2025-02-12,848,51,10,2, 1712.18 ,-, 47197.53 
23134,07-23-25,1351,60,4,7,,45.50,"10,032.39"
23135,22/01/2026,2376,57,13,1, 796.19 ,, 63094.53 
23136,2025/05/09,1333,10,2,4,N/A,-,17776.27
23137,13-03-2025,2171,30,14,10,211.66,25.45,N/A
23138,,1477,25,7,9,1330.18,220.71,"216.814,30"
23139,02-01-2026,2557,20,13,9,633.49,41.32,116478.32
23140,11-13-25,1937,16,13,1,"990,91",230.00,N/A
23141,20/01/2026,1958,35,12,10,,226.02,"147,070.70"
23142,11-05-2025,1096,72,5,10,1186.77,171.62,178374.84
23143,2025/07/28,2497,49,10,10,-,,
23144,,3564,30,8,10,"1,987.39",121.97,"329,021.67"
23145,05/03/2025,1176,57,5,12,-,91.36,N/A
23146,,2783,74,13,3,"0,00",21.08,"3,058.98"
23147,2025-01-23,771,74,15,9,, 277.93 ,"213,903.39"
23148,27/10/2025,1297,31,4,11,875.30,,"34,076.17"
23149,,2518,33,5,5,745.96,130.28, 46065.42 
23150,2025/11/05,2401,65,14,2,"1,759.08",,"139.469,30"
23151,11-08-25,486,58,9,11,"1,346.36","112,56","167,202.75"
23152,2025-07-18,2523,51,6,8,-,"93,97","58,561.95"
23153,03-10-2025,564,29,7,2,1924.99,N/A, 167565.21 
23154,2025-08-07,2826,17,7,4,"723,36",145.02,"97,652.33"
23155,2026-01-23,1198,40,7,9,935.29,N/A,N/A
23156,01-19-26,2345,37,6,12,1342.60,"208,11", 51459.01 
23157,11-25-25,1399,15,15,1,1275.80, 308.60 , 65355.31 
23158,07-09-2025,368,19,3,11,"1.697,56",159.36,227067.01
23159,2025-01-25,1579,73,12,3, 979.77 ,,71927.92
23160,2025-11-09,763,46,7,12, 1838.22 ,"347,27",107317.52
23161,08-03-25,635,24,11,9,"344,17","39,42","60.059,02"
23162,19/10/2025,1297,1,11,5, 119.17 ,7.59,"3,288.66"
23163,15-04-2025,2869,66,5,10, 537.43 ,114.98,"106,083.49"
23164,20-01-2026,1264,5,13,1,"1,674.95","394,13","328,366.91"
23165,2025-12-03,543,63,10,2, 1206.87 ,200.54,-
23166,2026-02-05,799,56,13,9,"1.105,96",-, 111333.83 
23167,22-12-2025,2793,39,8,3,285.24,,"39,453.07"
23168,,681,36,7,12,991.95,-,"180,851.87"
23169,2025/05/06,943,54,1,8,92.51,-, 3409.79 
23170,12/12/2025,572,41,5,8,-,N/A,84605.47
23171,12-07-2025,2337,3,13,3,-,42.64,10260.79
23172,05-08-25,2809,80,3,7,"1.900,40","277,76",269922.38
23173,2025/09/02,2558,31,4,6,,226.34, 132499.35 
23174,26-10-2025,1900,66,3,2,818.62,152.40,"24.179,00"
23175,2025/10/11,2525,61,3,11,"1.260,21", 210.20 ,71795.76
23176,02/06/2025,2929,76,12,6,1078.20, 265.94 , 45951.18 
23177,18-04-2025,2353,50,8,7,840.22,193.71,"45.230,72"
23178,2026/02/13,2002,8,9,10,1194.11, 246.13 ,"40,017.88"
23179,2025/02/02,2862,77,13,9,N/A,295.24,"270.033,69"
23180,,1169,26,1,11,"1.982,14", 350.82 ,"57.638,20"
23181,02-10-25,2230,64,13,3,486.26,63.80,
23182,08/01/2026,204,2,6,2, 775.40 ,"170,18", 112736.79 
23183,2025-05-08,2771,11,7,5,"129,17","6,74","11,291.41"
23184,2025/05/17,415,18,11,4,626.27,N/A,
23185,2025/05/31,1423,79,5,2,"403,16", 88.17 ,-
23186,06/09/2025,2707,15,5,5,N/A,"36,61",
23187,25-01-2025,1688,28,7,5,"515,20",89.71,28801.28
23188,01-12-26,353,69,7,12,"1.392,00",110.63,121400.01
23189,11-01-2025,1514,44,8,9, 1741.34 ,87.12,84373.62
23190,22-01-2026,1512,34,12,2,-,"38,71", 100780.79 
23191,2025/02/07,437,66,1,12,"939,40",-,122582.74
23192,27/10/2025,1840,2,2,2,-,"7,55",
23193,2025/07/20,2690,53,7,10,629.24,42.18,"14.115,55"
23194,02-10-26,358,52,5,2,426.07,29.25,"12.705,49"
23195,2026-01-18,2819,67,1,4,"749,69",-,"145.063,06"
23196,2025/11/27,2218,71,7,10,"298,27","16,83","50,957.12"
23197,04-22-25,1115,23,4,4,"1,508.65","200,03","171,239.44"
23198,2025-05-17,121,12,8,10,N/A,"137,11",126921.76
23199,2025/01/22,2739,25,5,8,"1,564.35", 144.98 ,"90.683,97"
23200,02-09-25,2485,9,10,1,749.48, 122.10 ,29071.30
23201,2025/08/13,1832,15,11,10, 1540.76 ,"142,07", 38590.08 
23202,2026-01-29,1165,37,14,7,-,N/A, 11080.90 
23203,2025/02/11,1191,10,13,11,-,N/A,75845.96
23204,,859,30,4,1,,-,180251.95
23205,2026/01/12,1586,38,3,3,617.88,"79,97",N/A
23206,2025/09/14,1629,36,4,8,477.35, 99.76 ,"70.281,49"
23207,11/06/2025,2014,20,5,7,-, 134.74 ,"98.982,42"
23208,01-16-26,401,13,15,12, 389.35 , 76.98 ,"25,524.37"
23209,05-31-25,1392,21,13,11,708.58,"119,37",125962.54
23210,29-09-2025,2677,42,3,11, 0.00 ,14.41,-
23211,06-13-25,1853,6,13,2,404.31, 87.02 ,24175.53
23212,2025/08/10,101,66,9,9,171.85,28.05,"12.249,13"
23213,,2940,4,13,12,422.59, 72.02 , 76298.88 
23214,08-02-25,281,9,11,9, 161.94 , 30.99 ,-
23215,2025-10-21,1467,79,2,1,-, 41.19 ,"17,906.64"
23216,11-06-25,1875,16,4,1,200.62,N/A, 29167.49 
23217,01-21-25,207,2,12,3,"302,58", 65.93 ,"40.072,79"
23218,2025-12-03,2791,12,9,11,"1.410,57","336,90", 232637.20 
23219,06-02-2026,2313,38,10,1,"1,230.35", 121.55 ,106087.48
23220,02-13-26,485,1,9,10,-,"68,39","20.552,14"
23221,06/02/2026,2215,31,13,10,"1,971.12",410.01, 122791.41 
23222,24/01/2026,885,32,14,1,"1,402.98",,"267,638.03"
23223,,1122,10,3,2, 1299.25 ,, 205845.63 
23224,,604,28,15,10,"1.535,02",261.31, 38749.75 
23225,,1139,6,7,6,N/A, 72.79 ,"55.671,07"
23226,09-28-25,1644,34,8,5,"1,211.33",223.34,"221.258,50"
23227,,1871,47,3,12,,245.96,"75,686.64"
23228,06-24-25,2279,14,3,4, 1669.24 ,"2.877,27", 197451.66 
23229,12-01-25,1491,5,15,10,418.54,74.95,25455.43
23230,31-07-2025,1211,38,5,10, 678.45 ,"105,63","42,610.80"
23231,21-09-2025,3882,32,4,11,"1,662.18",94.97, 124579.03 
23232,02-20-25,549,51,4,11,497.65, 45.88 ,"32,063.44"
23233,2026-01-15,1742,62,13,12,, 286.83 ,"148.342,16"
23234,10-16-25,2638,74,10,5,1996.42,405.21,127658.68
23235,09/12/2025,2557,3,4,6,N/A,30.55,"44,550.54"
23236,07-06-2025,582,40,4,2,"1,278.57",,
23237,,3834,20,13,10, 149.49 ,-, 23351.94 
23238,,571,14,2,2, 1576.11 , 295.95 ,N/A
23239,2025/04/28,53,72,4,12,"1.376,11",198.42,-
23240,27/01/2026,800,74,15,4,"1,077.68", 232.44 ,94709.36
23241,14-06-2025,1036,34,7,7,"1,034.95",228.99, 85585.55 
23242,2025-06-26,1065,30,11,5,694.60,"170,47",N/A
23243,2025-12-31,838,67,7,9,470.21,-,45175.93
23244,2025/06/15,2740,19,5,1,"127,04", 23.93 ,11380.64
23245,27-05-2025,1122,45,8,8,"642,52",99.64, 51172.12 
23246,2025/10/15,2266,69,11,12,711.03,118.32, 139968.48 
23247,,2806,80,2,8, 798.77 ,N/A, 88765.88 
23248,2025/08/18,1711,46,1,11,1468.46,162.36,"244,952.37"
23249,,1036,66,1,10,0.00, 71.40 , 74483.83 
23250,2025-05-09,2758,69,13,11,127.03,25.36, 22511.99 
23251,2026/01/20,222,50,11,7,"1.275,89",251.91,"32,434.66"
23252,27/01/2025,788,57,5,7,1354.22,"97,85","238.830,40"
23253,06-20-25,2645,55,13,8,"1.836,46","436,30","212,053.43"
23254,,2953,35,15,8,1563.15,,"49.068,88"
23255,08-09-2025,2056,59,15,12,1864.95,416.58, 308638.99 
23256,12-16-25,2526,1,2,4,"1,727.26","2.003,30","294,307.95"
23257,25/06/2025,1876,38,14,11,837.96,-,"108.063,59"
23258,2025/11/05,2210,23,1,10,"1,023.17",67.33,"71,514.86"
23259,22-05-2025,587,4,4,3,815.06,157.93,
23260,10/03/2025,1651,14,7,11,1128.80,"172,16","186.210,68"
23261,15-08-2025,3,55,10,1, 702.78 , 103.45 ,-
23262,2025/02/13,1353,22,3,6,N/A,"262,91","97.251,43"
23263,24-01-2025,2664,19,13,1,"1.412,87",307.73,"94,924.78"
23264,2025-07-16,2056,62,4,1,"1.443,60", 123.76 ,228872.30
23265,02-05-2025,1239,68,15,11,644.16,"101,36",72589.69
23266,06-29-25,137,71,15,4,1869.10,300.55, 368528.39 
23267,01-02-2025,2771,51,11,6, 585.11 ,N/A,"49,111.88"
23268,18-01-2026,1202,10,3,10,985.15,109.69,"36,482.67"
23269,2025-05-26,799,42,14,6,,"85,40",110090.81
23270,08-04-2025,1323,32,6,5,0.00,N/A,232242.62
23271,2025-10-11,1159,6,11,8, 959.22 ,,"171.210,93"
23272,2025-02-27,2380,49,10,7, 881.43 ,"208,06","60.603,09"
23273,2025-03-16,1726,71,13,12,101.82,12.53,"6,334.85"
23274,,1519,51,12,12,911.42, 61.85 ,"162,635.69"
23275,26-09-2025,1993,29,1,2,"1.434,23",N/A,-
23276,21-12-2025,47,73,15,1,687.95,-,N/A
23277,20/09/2025,1935,60,3,6,142.85, 25.99 , 27233.61 
23278,2026/02/15,1201,41,6,3,"1.651,50", 270.69 ,-
23279,2025/10/23,2007,4,10,9,-,-,"100.251,88"
23280,29-05-2025,134,76,13,9,N/A, 132.26 ,"176,279.34"
23281,27/07/2025,628,56,12,11,"109,43","9,51",-
23282,,2935,6,9,1,1915.88,,
23283,12-21-25,1172,13,7,4, 1395.72 ,,245628.92
23284,03-10-25,898,2,5,7,-,N/A,"84.855,23"
23285,2025-02-22,1237,60,12,12, 79.39 ,5.39, 8984.82 
23286,04-05-25,2468,15,3,3,"1.743,82", 244.16 ,"271,615.11"
23287,2025/04/20,943,21,9,1,1587.55, 158.81 ,"191,755.18"
23288,07-13-25,2185,44,15,8,1298.67, 244.93 ,-
23289,,1269,75,10,6,N/A,79.77,"86.241,66"
23290,2025/11/22,2871,49,7,10,,20.71,
23291,2026/02/01,470,52,14,7,"1,801.91",407.80,"36.722,02"
23292,03/04/2025,979,14,1,7, 1275.64 ,,"209,962.22"
23293,,1565,21,7,7,"1.476,46",340.34,225830.21
23294,07-09-2025,1886,75,6,1,"1.993,31",2541.35,226254.00
23295,2025/11/23,268,18,13,10,992.91, 230.40 ,N/A
23296,2025/04/26,873,38,3,11,"492,87","98,94",57418.60
23297,01-11-26,886,20,4,4,"1.382,53",,N/A
23298,04-27-25,812,43,12,12,"925,75",62.64, 144007.73 
23299,,2003,59,7,4, 1038.84 ,84.67,"116.279,03"
23300,16-09-2025,706,18,5,4,"958,03",114.36,"183,403.36"
23301,2025-12-18,1481,44,2,5,671.00,151.42,"92.244,86"
23302,2025/06/02,1168,23,12,8,"439,50","26,25","35,371.81"
23303,2025/02/09,1138,12,5,9,1303.78,N/A,"61,144.60"
23304,13/07/2025,2597,48,15,3,-,84.51,N/A
23305,,1430,23,8,1,515.89,-,"67.787,16"
23306,,3886,30,14,10,"1,167.11",123.16,N/A
23307,,2958,35,7,3,992.59,239.79,-
23308,2025/09/16,302,63,14,1,1676.92, 98.54 ,
23309,09-22-25,11,19,12,4,"1,802.70",144.74,"357,457.90"
23310,2025/01/03,1143,61,1,11,-,16.38,19356.90
23311,2025-04-28,1004,58,7,7,67.45,4.44,"6.733,56"
23312,05-18-25,1674,7,6,2,-,"13,66",11427.74
23313,02/03/2025,1730,52,7,10,"1.759,22",192.57,"164,364.66"
23314,12/02/2026,2574,36,15,12,338.66,36.20,"11.661,05"
23315,2026/01/31,180,21,6,7, 1258.97 ,"1,941.33",147872.23
23316,08-08-25,1587,59,15,6,1474.74,,N/A
23317,2025-10-04,1684,35,10,10, 1865.64 ,2792.92,N/A
23318,05-22-25,354,25,3,6,213.96,,23077.45
23319,2025-01-22,1828,100,2,7,1764.55,278.90,290124.98
23320,2025/01/05,938,39,6,3,80.23, 18.69 ,
23321,03-06-2025,2591,59,15,12,"912,68",47.21,"181,315.63"
23322,03/01/2025,2983,29,11,3,,224.28,-
23323,,916,68,1,3, 541.72 ,"85,36",21665.56
23324,2026/01/01,1213,20,14,6,"1.390,79",235.47,
23325,2025/10/29,1364,12,11,4,-420.56,744.57,"42,984.78"
23326,,2157,11,15,12,410.72,-, 58727.83 
23327,2025/05/09,2153,28,6,3,1613.75,301.22,"216,023.27"
23328,2025/06/12,2855,36,2,8, 1109.92 ,220.05,-
23329,10-08-2025,2366,75,9,12,"1,922.14", 170.90 ,"203.966,69"
23330,04/06/2025,202,28,1,8,-, 100.96 ,N/A
23331,12/10/2025,1769,72,9,6,"77,67", 11.75 , 14271.11 
23332,06-02-2026,1112,1,5,12,"1,643.27",157.45,"234.858,53"
23333,15/02/2025,2790,52,14,3,1109.74,"120,57",
23334,06-10-2025,2354,30,9,3, 1824.71 ,446.61,221695.51
23335,05-19-25,851,36,7,2,"1,896.16", 440.31 , 223424.96 
23336,09-06-25,1,80,11,12,1276.66,308.86,88908.93
23337,2025/10/24,2652,67,10,12,166.64,"18,09",17369.44
23338,,1492,37,5,9,"1.263,38",-,-
23339,2025/05/21,1514,72,1,5,"541,13",59.97,"39,678.61"
23340,03-31-25,1896,59,7,4,,N/A,121370.14
23341,2025-03-13,2945,7,8,12,"588,20", 115.86 ,"71.274,95"
23342,04-11-25,1496,38,2,9,, 93.98 ,"143.401,51"
23343,12-29-25,503,24,10,6,931.00, 198.84 ,88282.78
23344,2025-02-16,1201,50,3,8,1210.20,195.27,
23345,18-10-2025,1855,71,3,4,"586,62",140.44,83221.01
23346,11/09/2025,467,53,5,7,N/A, 40.31 , 56381.97 
23347,04-15-25,2878,42,9,1,-,-,35792.14
23348,2025-05-16,2023,71,13,12,538.12,N/A,"35,995.88"
23349,31-01-2026,1759,49,11,5,"1.550,05","359,47",
23350,2025/06/23,1310,25,9,9, 169.72 ,-,
23351,2025-03-26,312,11,5,7,1169.94,176.19, 107625.73 
23352,02-06-25,2931,45,7,11, 387.50 ,33.48,"11,449.59"
23353,15/07/2025,592,44,8,2,N/A, 53.00 ,67121.24
23354,2025/11/18,2802,44,6,5,"1,905.61","286,35",208943.94
23355,2025-04-04,2708,32,6,5,-,N/A, 108686.45 
23356,2025-05-20,174,78,4,1, 1528.32 ,267.76,
23357,09/02/2026,1253,77,12,6,,7.50, 6791.80 
23358,2025-12-09,2198,103,7,4, 407.29 ,26.72,"66.413,51"
23359,01/12/2025,2166,39,6,5,"1.153,12",N/A,"65.448,66"
23360,08-05-25,1507,46,2,10,,101.82,
23361,05-14-25,1768,13,5,6,N/A,43.01,16467.89
23362,03/11/2025,1087,45,3,7, 1613.09 , 397.55 ,N/A
23363,2026/01/07,924,42,12,1,"1.655,96", 295.44 ,"241.335,23"
23364,15/12/2025,1055,76,5,9,445.76,98.26,
23365,2025/02/10,2608,53,11,3,481.99, 34.51 ,67116.87
23366,2025/08/03,591,64,10,7,"1,878.37","433,27","288.605,28"
23367,2026-01-05,573,31,9,6,"412,76",88.75,"21,337.28"
23368,02-26-25,972,1,2,5,847.92,"123,23",53729.20
23369,2025/01/06,529,9,8,11,1039.93,N/A,
23370,30-08-2025,1439,75,15,1,"1,373.58", 332.01 ,"90.503,49"
23371,11-17-25,357,45,8,10,1474.13, 73.93 ,N/A
23372,24/11/2025,99,15,15,9, 1545.95 ,N/A,"294.203,11"
23373,2025-01-13,1011,3,6,12,"1.305,06",178.16,"232,340.70"
23374,26-03-2025,2005,53,5,3,978.41,-,"112,255.66"
23375,08-09-2025,2774,18,4,6,142.93,N/A,"16.155,98"
23376,05/05/2025,174,51,8,6,N/A,268.05,"29,991.52"
23377,10-02-2026,1512,34,14,12,"274,67",30.25, 9156.64 
23378,,2070,45,5,3,283.57,34.17,17536.13
23379,2025/11/02,498,20,11,5, 1499.61 ,"90,54","266.980,83"
23380,09-01-25,2317,46,2,9,1285.72,"269,10","46,137.33"
23381,2025/07/25,2839,18,1,11,636.50, 119.28 ,-
23382,08-22-25,69,39,1,7,1284.55,"73,56",-
23383,2025-12-01,2166,6,11,1,"1.964,35","310,96",353158.70
23384,12-16-25,88,11,14,6,"1,415.92",,"218.440,98"
23385,01-12-26,1966,10,12,10,866.00,"79,63",51689.60
23386,2025/11/22,1886,24,11,10, 671.84 , 38.29 ,88335.14
23387,08-06-25,188,44,12,8,"1.875,54", 411.38 ,253866.31
23388,2025/11/08,1018,67,10,12,,91.40,N/A
23389,,1894,20,6,7,"1.478,93", 291.68 ,"137.985,42"
23390,01-24-26,752,72,3,7,N/A, 286.25 ,"102,000.51"
23391,2025-06-12,740,55,11,1,1379.52,164.47,
23392,03-05-25,363,52,8,10, 1467.03 , 221.19 ,
23393,2025/09/23,219,44,4,11,, 151.80 , 167774.45 
23394,,2658,24,5,10,N/A,"45,15",13876.72
23395,08-05-25,2895,61,1,7,"1.707,78",205.16, 67710.39 
23396,,2865,12,13,8,1861.65,348.50,"149.739,62"
23397,28/03/2025,2322,56,4,5, 1638.96 ,306.48,222982.93
23398,2025-02-14,2797,27,5,5,"1.353,04","297,77",109334.14
23399,10-01-25,2558,76,4,5,"1.829,21",209.32,41787.96
23400,07-07-2025,1390,47,8,12,1290.75,-,-
23401,10-24-25,335,54,9,8,"61,02",14.82,"4.887,26"
23402,09-08-25,893,25,4,9,"1,546.92","127,43", 245653.04 
23403,05-28-25,250,72,12,3,636.62,"97,74","108.180,75"
23404,02-24-25,1443,46,8,7,1920.58,466.98,"208.040,31"
23405,09-12-2025,2855,38,5,10,"279,50",31.66,"9.898,82"
23406,21-03-2025,521,9,11,6,1919.93,"243,00", 266149.37 
23407,2026-02-18,206,74,7,8,621.72,"114,49","81.363,66"
23408,2025-05-07,536,80,8,7,-,N/A,29456.22
23409,17-12-2025,1504,4,12,10, 959.31 ,"83,42",123619.47
23410,2025-02-22,1107,77,14,5,745.09, 168.00 ,"89.963,42"
23411,02-06-2025,1965,65,2,9,"1.449,46",N/A,"218,403.14"
23412,01/01/2026,2567,32,10,9,"1.012,44",132.05,"175.232,82"
23413,02-13-26,2612,31,11,7,"1.410,25",216.59, 120300.58 
23414,28-10-2025,3685,25,9,7,905.80,94.43,"153.930,55"
23415,25/01/2026,1760,1,4,9, 1323.07 ,330.26, 204527.86 
23416,01/03/2025,1322,99,11,12,"1,756.68","432,16",127770.21
23417,2026-01-19,604,46,8,5,"1.123,68",270.89,"39.109,80"
23418,2025/04/05,2951,75,9,11,953.71,"139,61","163.789,40"
23419,2025-11-05,1468,40,9,4,"1.336,75",321.86,"57.058,35"
23420,2025-01-03,2162,45,1,1,"1,167.65","114,89","190.968,32"
23421,2025-10-25,2527,59,10,1,"900,95", 164.40 ,"93.271,71"
23422,09/03/2025,1463,28,10,5, 1662.15 ,259.84,-
23423,16-09-2025,2703,1,6,11,"1,622.50",199.58,-
23424,2025/08/03,1647,36,11,3,-,38.50,"10.740,07"
23425,2025-03-13,1297,6,1,4, 1228.86 ,216.84,-
23426,14/06/2025,1205,64,8,3, 614.39 ,66.50, 15043.92 
23427,2025/12/26,1035,37,4,10,"1.162,66",187.92,"197.905,23"
23428,11-09-25,1934,50,14,8,1682.05,118.60,N/A
23429,01-15-26,1420,80,7,6, 761.90 , 179.00 ,
23430,,876,72,8,11,,139.19,"128.835,18"
23431,2025-05-07,1287,24,10,10,243.15,"44,92",-
23432,,1084,71,15,1,360.40, 61.28 ,
23433,16-12-2025,581,54,7,3, 717.14 ,-,"70,425.38"
23434,2025-07-18,1263,45,8,9,1397.85,292.96,-
23435,2025/10/28,2165,25,6,11,N/A,152.36, 16102.09 
23436,09-29-25,3693,13,13,2,1780.99,, 143419.26 
23437,05/04/2025,507,42,8,7,1443.44,"257,85",-
23438,09-01-2026,2815,52,7,4,691.16,"166,61", 49017.69 
23439,2025/07/01,2063,9,4,10,1855.41,122.73,"269.049,28"
23440,08-28-25,1976,64,2,5,"860,18",164.47,"85,565.00"
23441,14/04/2025,622,53,1,3,"1.504,80",299.60,"72,612.85"
23442,2025-07-28,1422,42,1,6,-,174.44,"115.033,45"
23443,29-12-2025,2344,37,8,6, 1628.82 ,,"38,173.35"
23444,07-01-25,2315,30,6,9,-,57.95,44227.72
23445,2025-12-04,1041,44,15,4,619.91,"65,62","104.153,74"
23446,,2173,25,1,1, 1043.85 ,,"85,219.61"
23447,03-11-25,925,57,1,2, 958.44 ,"88,55",85568.76
23448,,2496,41,9,11, 1162.04 ,121.13,168910.49
23449,28-04-2025,556,103,7,8, 453.52 ,68.00,"20,960.54"
23450,28/01/2025,2431,48,5,5,"121,45", 29.77 ,9853.88
23451,,2166,44,11,11,"1,463.29","83,11",262269.54
23452,2025/05/21,2750,24,12,8,"1,913.45",421.94,
23453,21/05/2025,2272,34,11,1, 1738.97 ,291.17, 281460.97 
23454,09-29-25,648,68,11,3, 1778.85 ,369.02,"184.746,39"
23455,,2650,30,14,7,"467,07", 39.56 , 80077.93 
23456,14/08/2025,3689,76,10,12,336.38,76.37,N/A
23457,2026-02-05,1802,11,4,8,"662,40",138.90,112977.71
23458,23-06-2025,2878,68,12,5,,"45,73","14.576,98"
23459,2025-01-08,1249,11,9,1,"1,479.89",338.95,"109.564,22"
23460,18-05-2025,1652,40,14,8, 718.59 ,"169,83","137.166,20"
23461,26/07/2025,2947,1,15,2,"1,792.46",377.89,"346,685.28"
23462,2026-01-01,1995,73,14,9,"1.349,10",185.70,28346.84
23463,,940,60,2,4,"1.412,03", 258.02 ,"145.984,42"
23464,01-01-25,2156,65,13,5,542.13,61.93,36716.20
23465,2025-05-23,2781,34,8,11, 158.03 ,-,21320.27
23466,04-29-25,2644,55,11,7,"1.178,57",91.79,
23467,2025-11-14,50,68,15,11, 1757.75 ,123.96,209982.84
23468,01-19-25,922,16,14,6, 1816.37 ,"437,29", 241220.22 
23469,01-02-2025,631,27,15,3,"1.259,29",-, 130470.69 
23470,2025-09-05,759,30,8,7,"1,444.46",-,"91.903,99"
23471,2025/10/02,717,20,10,10, 1857.48 ,192.38,"47,154.55"
23472,2025/12/09,179,1,13,10,"1,117.21",85.23,157299.46
23473,05-02-25,291,56,10,10,1798.07,N/A,"51,536.30"
23474,03-07-2025,844,57,5,4,"1,544.77",280.84,"131,914.92"
23475,2025/10/01,2083,45,5,2, 1067.49 ,N/A,"210,531.08"
23476,26-07-2025,1453,50,8,7,"1.391,36","146,77","92,529.69"
23477,2025-10-17,1044,28,5,12,"172,74",12.55,"5,998.24"
23478,12/05/2025,1457,14,14,7, 1535.57 , 209.33 ,
23479,09-01-25,2008,59,8,9,776.78,184.63, 30548.70 
23480,,2277,5,3,6,,N/A,"66.651,68"
23481,2025/07/03,1460,37,7,2,"555,08",31.03,-
23482,26-11-2025,2265,72,4,10,,N/A,"139.629,58"
23483,2025-03-15,1591,1,1,5,169.03,20.49,18924.48
23484,2025/03/07,1671,35,2,11,"1,157.81",173.04,-
23485,21/05/2025,2897,70,2,10,"1.094,67","213,09",131801.09
23486,,160,115,8,7,-,448.01,"298,648.75"
23487,2025-08-29,2512,76,9,12, 544.60 ,"45,45",32550.84
23488,,1408,10,9,8, 654.12 ,33.47,"70.952,05"
23489,2025/07/22,1518,47,15,11,270.83, 24.70 , 53997.15 
23490,2025/10/27,2368,57,10,11,443.00,-,
23491,2026/02/03,2144,19,9,3,"983,43",N/A,"141.203,69"
23492,09-11-25,1828,96,15,11,115.28,16.64, 10358.81 
23493,23-10-2025,836,55,8,11,-,138.60,"80.976,97"
23494,09/04/2025,1914,11,15,1,N/A,271.81,-
23495,2025-07-13,424,7,9,12,"1,975.45",100.15,"195.966,23"
23496,2025-06-26,1874,35,7,4,"1,938.13",-,
23497,26-05-2025,1033,44,4,10,"1,633.18",358.05, 129228.82 
23498,29/12/2025,1563,77,10,12,N/A,"58,83",88433.28
23499,2025/09/16,252,19,14,10,,171.87,"234.928,48"
23500,25/06/2025,83,68,5,8,-,"2.100,25","112,535.10"
23501,2025-06-18,1855,12,1,10,"1.339,04",-,"177,146.50"
23502,19/02/2025,886,77,11,2,827.39,"147,85","127,028.88"
23503,16/12/2025,2827,37,12,12, 1882.62 ,"155,40","222,742.73"
23504,30/05/2025,1886,52,1,12,395.93,59.11,
23505,,911,16,8,9,1877.83,297.64,"127,198.18"
23506,,1564,13,6,1,"174,78","32,44", 31545.96 
23507,2025-09-15,1107,23,6,12,"931,65",92.63,
23508,04/09/2025,1780,54,15,2,"1.444,78",355.97,221520.34
23509,2025-03-22,1679,11,4,3,"402,30", 52.89 ,"27,796.86"
23510,05/09/2025,702,13,13,10,"1,718.79",N/A,"66,495.35"
23511,04-08-25,2211,105,7,8,N/A,"71,40",121958.07
23512,,980,14,13,4,1134.83,229.74,"87.106,93"
23513,2025/06/03,947,23,10,9, 637.81 ,81.27,N/A
23514,2025-06-02,131,43,11,9,-,,120183.62
23515,10/08/2025,1953,73,8,4,519.51,"855,27","13,676.92"
23516,18-10-2025,3886,10,7,10,954.03, 95.62 ,"178.873,90"
23517,28/03/2025,2951,51,2,7, 1389.92 ,"193,54",N/A
23518,2025/02/06,1599,24,11,4,"1.352,72", 79.04 ,105396.46
23519,08-04-25,2984,48,7,5,976.18,N/A,152216.21
23520,,1488,16,7,4,"1,614.19","331,18","119,373.40"
